Permit Number,Permit Series,Permit Type,Permit Status,Issue Date,Valid To,House Number,On Street,From Street,To Street,Permittee Name,Permit Purpose,Location (WKT) 
Q022016048A55,BUILDING OPERATION PERMIT,PLACE CRANE OR SHOVEL ON STREET,ACTIVE,02/17/2016,03/15/2016,89-30,  65 STREET,LAUREL HILL BOULEVARD,QUEENS BOULEVARD,BEST WORK INC., ,"LINESTRING (1011802.8475999981 209262.14720000327, 1011799.5929999948 209241.46480000019, 1011794.1599999964 209206.94380000234, 1011741.2433999926 208870.62880000472, 1011738.0020000041 208740.99979999661)"
Q022016048A54,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,02/28/2016,89-30,UNION HALL STREET,ARCHER AVENUE,JAMAICA AVENUE,"GALASSO TRUCKING & RIGGING, INC.", HOISTING TELECOM EQUIPMENT,"LINESTRING (1040267.8278000057 195908.78779999912, 1040501.0768000036 195476.07279999554)"
Q022016048A53,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,02/28/2016,89-30,UNION HALL STREET,ARCHER AVENUE,JAMAICA AVENUE,"GALASSO TRUCKING & RIGGING, INC.", HOISTING TELECOM EQUIPMENT,"LINESTRING (1040267.8278000057 195908.78779999912, 1040501.0768000036 195476.07279999554)"
Q022016048A52,BUILDING OPERATION PERMIT,PLACE CRANE OR SHOVEL ON STREET,ACTIVE,02/17/2016,02/28/2016,89-30,UNION HALL STREET,ARCHER AVENUE,JAMAICA AVENUE,"GALASSO TRUCKING & RIGGING, INC.", HOISTING TELECOM EQUIPMENT,"LINESTRING (1040267.8278000057 195908.78779999912, 1040501.0768000036 195476.07279999554)"
Q022016048A51,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,02/22/2016,89-30,HILLSIDE AVENUE, 164 STREET, 165 STREET,METRO TRANSIT AUTHORITY (MTA), TO POUR CONCRETE ON TO TRACKS,"LINESTRING (1040443.0747999996 197747.76100000739, 1040317.2877999991 197701.19619999826, 1040202.1042000055 197657.64980000257, 1039981.1630000025 197575.75020000339)"
Q022016048A50,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,02/22/2016,89-30,HILLSIDE AVENUE, 164 STREET, 165 STREET,METRO TRANSIT AUTHORITY (MTA), TO POUR CONCRETE ON TO TRACKS,"LINESTRING (1040443.0747999996 197747.76100000739, 1040317.2877999991 197701.19619999826, 1040202.1042000055 197657.64980000257, 1039981.1630000025 197575.75020000339)"
Q022016048A49,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,02/22/2016,89-30,HILLSIDE AVENUE, 164 STREET, 165 STREET,METRO TRANSIT AUTHORITY (MTA), TO POUR CONCRETE ON TO TRACKS,"LINESTRING (1040443.0747999996 197747.76100000739, 1040317.2877999991 197701.19619999826, 1040202.1042000055 197657.64980000257, 1039981.1630000025 197575.75020000339)"
Q022016048A48,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,02/22/2016,89-30,HILLSIDE AVENUE, 164 STREET, 165 STREET,METRO TRANSIT AUTHORITY (MTA), TO POUR CONCRETE ON TO TRACKS,"LINESTRING (1040443.0747999996 197747.76100000739, 1040317.2877999991 197701.19619999826, 1040202.1042000055 197657.64980000257, 1039981.1630000025 197575.75020000339)"
Q022016048A47,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,02/22/2016,89-30,HILLSIDE AVENUE, 164 STREET, 165 STREET,METRO TRANSIT AUTHORITY (MTA), TO POUR CONCRETE ON TO TRACKS,"LINESTRING (1040443.0747999996 197747.76100000739, 1040317.2877999991 197701.19619999826, 1040202.1042000055 197657.64980000257, 1039981.1630000025 197575.75020000339)"
Q022016048A46,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,02/22/2016,89-30,HILLSIDE AVENUE, 164 STREET, 165 STREET,METRO TRANSIT AUTHORITY (MTA), TO POUR CONCRETE ON TO TRACKS,"LINESTRING (1040443.0747999996 197747.76100000739, 1040317.2877999991 197701.19619999826, 1040202.1042000055 197657.64980000257, 1039981.1630000025 197575.75020000339)"
Q022016048A45,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,02/22/2016,89-30,HILLSIDE AVENUE, 164 STREET, 165 STREET,METRO TRANSIT AUTHORITY (MTA), TO POUR CONCRETE ON TO TRACKS,"LINESTRING (1040443.0747999996 197747.76100000739, 1040317.2877999991 197701.19619999826, 1040202.1042000055 197657.64980000257, 1039981.1630000025 197575.75020000339)"
Q022016048A44,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,03/16/2016,22-59,  19 STREET,  22 DRIVE,  23 AVENUE,"SAM'S CONSTRUCTION SERVICES, LTD.", ,"LINESTRING (1006573.6128000021 223495.06759999692, 1006370.7556000054 223275.77019999921)"
Q022016048A43,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,02/17/2016,04/01/2016,27-21,  44 DRIVE,JACKSON AVENUE,THOMSON AVENUE,S2 CONSTRUCTION LLC, For New Building Project,"LINESTRING (1000215.1415999979 211478.49439999461, 1000222.7968000025 211463.25059999526, 1000392.8310000002 211121.27820000052)"
Q022016048A42,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A41,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A40,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A39,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A38,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A37,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A36,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A35,BUILDING OPERATION PERMIT,PLACE SHANTY OR TRAILER ON STREET,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A34,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,02/17/2016,05/21/2016,27-21,  79 STREET,JUNIPER BLVD SOUTH,PENELOPE AVENUE,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018751.2784000039 201256.56960000098)"
Q022016048A33,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/21/2016,27-21,JUNIPER BLVD SOUTH,  79 STREET,  80 STREET,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018814.0670000017 201673.38619999588)"
Q022016048A32,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/21/2016,27-21,JUNIPER BLVD SOUTH,  79 STREET,  80 STREET,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018814.0670000017 201673.38619999588)"
Q022016048A31,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,05/21/2016,27-21,JUNIPER BLVD SOUTH,  79 STREET,  80 STREET,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018814.0670000017 201673.38619999588)"
Q022016048A30,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,05/21/2016,27-21,JUNIPER BLVD SOUTH,  79 STREET,  80 STREET,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018814.0670000017 201673.38619999588)"
Q022016048A29,BUILDING OPERATION PERMIT,PLACE SHANTY OR TRAILER ON STREET,ACTIVE,02/17/2016,05/21/2016,27-21,JUNIPER BLVD SOUTH,  79 STREET,  80 STREET,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018814.0670000017 201673.38619999588)"
Q022016048A28,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,02/17/2016,05/21/2016,27-21,JUNIPER BLVD SOUTH,  79 STREET,  80 STREET,"E.W. HOWELL CO., LLC", ,"LINESTRING (1018537.784799993 201605.41400000453, 1018814.0670000017 201673.38619999588)"
Q022016048A27,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,03/25/2016,4219,  64 STREET,  43 AVENUE,HICKS DRIVE,DYNASTY WASTE SERVICES LLC, ,"LINESTRING (1011710.4953999966 210150.20299999416, 1011683.6976000071 209990.01639999449, 1011632.0835999995 209681.48019999266)"
Q022016048A26,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,05/14/2016,65-38,AUSTIN STREET,  65 ROAD,  66 AVENUE,AAA GENERAL CONSTRUCTION CORP., ,"LINESTRING (1023118.7958000004 203788.61499999464, 1023303.3951999992 203593.15279999375, 1023674.7952000052 203411.25339999795)"
Q022016048A25,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,05/14/2016,65-38,AUSTIN STREET,  65 ROAD,  66 AVENUE,AAA GENERAL CONSTRUCTION CORP., ,"LINESTRING (1023118.7958000004 203788.61499999464, 1023303.3951999992 203593.15279999375, 1023674.7952000052 203411.25339999795)"
Q022016048A24,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,04/24/2016,65-38,  21 STREET,  40 AVENUE,  41 AVENUE,"JOHN P.PICONE, INC.", AIR COMPRESSOR ON SIDEWALK BEHIND THE BARRICADES,"LINESTRING (1000529.9045999944 214434.41359999776, 1000200.0395999998 213983.315200001)"
Q022016048A23,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/19/2016,65-38,BEACH   28 STREET,DEAD END,SEAGIRT AVENUE,A QUEST CORPORATION, BUILDING ALT,"LINESTRING (1050824.385800004 155273.625, 1050707.394600004 156131.19539999962)"
Q022016048A22,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/19/2016,65-38,BEACH   28 STREET,DEAD END,SEAGIRT AVENUE,A QUEST CORPORATION, BUILDING ALT,"LINESTRING (1050824.385800004 155273.625, 1050707.394600004 156131.19539999962)"
Q022016048A21,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,05/19/2016,65-38,BEACH   28 STREET,DEAD END,SEAGIRT AVENUE,A QUEST CORPORATION, BUILDING ALT,"LINESTRING (1050824.385800004 155273.625, 1050707.394600004 156131.19539999962)"
Q022016048A20,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,05/19/2016,65-38,BEACH   28 STREET,DEAD END,SEAGIRT AVENUE,A QUEST CORPORATION, BUILDING ALT,"LINESTRING (1050824.385800004 155273.625, 1050707.394600004 156131.19539999962)"
Q022016048A19,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,03/15/2016,1609 ,DECATUR STREET,CYPRESS AVENUE,WYCKOFF AVENUE,LIFTING SOLUTIONS CORP., remove cooling unit,"LINESTRING (1011466.700000003 192234.92779999971, 1012015.7539999932 192944.13899999857)"
Q022016048A18,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,03/15/2016,1609 ,DECATUR STREET,CYPRESS AVENUE,WYCKOFF AVENUE,LIFTING SOLUTIONS CORP., Remove cooling tower,"LINESTRING (1011466.700000003 192234.92779999971, 1012015.7539999932 192944.13899999857)"
Q022016048A17,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,03/15/2016,1609 ,DECATUR STREET,CYPRESS AVENUE,WYCKOFF AVENUE,LIFTING SOLUTIONS CORP., remove cooling unit,"LINESTRING (1011466.700000003 192234.92779999971, 1012015.7539999932 192944.13899999857)"
Q022016048A16,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,109-01, 209 STREET, 109 AVENUE,HOLLIS AVENUE,CONSOLIDATED EDISON, QE16005672,"LINESTRING (1053804.0090000033 197857.00959999859, 1053945.6949999928 197410.95399999619)"
Q022016048A15,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,02/28/2016,109-01,ORCHARD STREET,DEAD END,JACKSON AVENUE,BAY CRANE SERVICE INC., PLACE CRANE TO HOIST BLDG MATERIALS,"LINESTRING (1001175.1985999942 211933.89699999988, 1001348.2657999992 211562.34579999745)"
Q022016048A14,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,02/28/2016,109-01,ORCHARD STREET,DEAD END,JACKSON AVENUE,BAY CRANE SERVICE INC., PLACE CRANE TO HOIST BLDG MATERIALS,"LINESTRING (1001175.1985999942 211933.89699999988, 1001348.2657999992 211562.34579999745)"
Q022016048A13,BUILDING OPERATION PERMIT,PLACE CRANE OR SHOVEL ON STREET,ACTIVE,02/17/2016,02/28/2016,109-01,ORCHARD STREET,DEAD END,JACKSON AVENUE,BAY CRANE SERVICE INC., PLACE CRANE TO HOIST BLDG MATERIALS,"LINESTRING (1001175.1985999942 211933.89699999988, 1001348.2657999992 211562.34579999745)"
Q022016048A12,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,32-05, 108 STREET,  32 AVENUE,NORTHERN BOULEVARD,CONSOLIDATED EDISON, QE16005846,"LINESTRING (1022650.3092000037 216182.17900000513, 1022758.9145999998 215403.33879999816)"
Q022016048A11,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,03/17/2016,54-30,  44 STREET,  54 DRIVE,  54 ROAD,MASPETH CONTRACTING CORP., ROOFING DEBRIS,"LINESTRING (1005463.3755999953 205711.92139999568, 1005393.3199999928 205466.71840000153)"
Q022016048A10,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,03/17/2016,54-28,  46 STREET,  54 DRIVE,  54 ROAD,MASPETH CONTRACTING CORP., ROOFING DEBRIS,"LINESTRING (1005856.6457999945 205598.69660000503, 1005786.4883999974 205351.60379999876)"
Q022016048A09,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,80-15,AUSTIN STREET,  80 ROAD,UNION TURNPIKE,CONSOLIDATED EDISON, ,"LINESTRING (1030389.1682000011 199055.21240000427, 1030410.5362000018 199020.5734000057, 1030413.2888000011 199016.96119999886, 1030423.1182000041 199004.06759999692, 1030435.3918000013 198987.96860000491, 1030440.3261999935 198982.6765999943, 1030457.7178000063 198964.0217999965, 1030463.4200000018 198957.9062000066, 1030468.1345999986 198953.76260000467, 1030494.2072000057 198930.83280000091, 1030527.2681999952 198907.09280000627, 1030599.4629999995 198857.51940000057, 1030634.2233999968 198827.08959999681, 1030642.1630000025 198818.79559999704, 1030666.113199994 198793.789199993)"
Q022016048A08,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,69-15,  65 DRIVE,  69 PLACE,  70 STREET,CONSOLIDATED EDISON, qe16005597,"LINESTRING (1015703.2497999966 199925.46660000086, 1016112.6353999972 199895.57819999754)"
Q022016048A07,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,88-22,JAMAICA AVENUE,  88 STREET,  89 STREET,CONSOLIDATED EDISON, qe16005756,"LINESTRING (1024300.0434000045 191687.79299999774, 1024095.6703999937 191671.21819999814, 1024042.626000002 191667.03859999776)"
Q022016048A06,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,100-33, 205 STREET, 100 AVENUE, 104 AVENUE,CONSOLIDATED EDISON, QE16005663,"LINESTRING (1052179.2419999987 198635.505400002, 1052381.7645999938 198002.11759999394)"
Q022016048A05,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,100-33, 205 STREET, 100 AVENUE, 104 AVENUE,CONSOLIDATED EDISON, QE16005663,"LINESTRING (1052179.2419999987 198635.505400002, 1052381.7645999938 198002.11759999394)"
Q022016048A04,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/16/2016,100-33, 205 STREET, 100 AVENUE, 104 AVENUE,CONSOLIDATED EDISON, QE16005663,"LINESTRING (1052179.2419999987 198635.505400002, 1052381.7645999938 198002.11759999394)"
Q022016048A03,BUILDING OPERATION PERMIT,SHUNTS - STREETS ONLY,ACTIVE,02/17/2016,05/17/2016,23-58,  38 STREET,AMTRAK RAILROAD,ASTORIA BOULEVARD,CONSOLIDATED EDISON, QE16005633,"LINESTRING (1009262.4557999969 220179.57240000367, 1008796.2298000008 219677.31299999356)"
Q022016048A02,BUILDING OPERATION PERMIT,SHUNTS - STREETS ONLY,ACTIVE,02/17/2016,05/16/2016,23-58,  45 STREET,  21 AVENUE,DITMARS BOULEVARD,CONSOLIDATED EDISON, ,"LINESTRING (1011683.2709999979 220791.56599999964, 1011375.0269999951 220458.72879999876, 1011308.9541999996 220387.38379999995, 1011064.8307999969 220123.78180000186)"
Q022016048A01,BUILDING OPERATION PERMIT,SHUNTS - STREETS ONLY,ACTIVE,02/17/2016,05/16/2016,57-58,  59 STREET,  57 DRIVE,  58 AVENUE,CONSOLIDATED EDISON, QE16005579,"LINESTRING (1009645.4011999965 202249.99279999733, 1009656.615199998 202000.30500000715)"
Q022016048A00,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,02/17/2016,03/28/2016,89-34,  70 DRIVE,SYBILLA STREET,WALNUT STREET,"NEW YORK CONSTRUCTION 69 CO., INC.", 420604064,"LINESTRING (1025117.1840000004 197266.73180000484, 1025175.5139999986 197540.97679999471)"
Q022016047A33,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A32,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A31,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A30,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A29,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A28,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A27,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A26,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A25,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,02/16/2016,03/30/2016,30-02,QUEENS BOULEVARD,QUEENS PLAZA,LONG ISLAND RAILROAD,"TRITON CONSTRUCTION COMPANY, LLC", NB Project,"LINESTRING (1001596.0015999973 212133.30920000374, 1001751.7820000052 211943.28020000458, 1001806.690200001 211873.92980000377, 1002105.1475999951 211493.05460000038)"
Q022016047A24,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,02/16/2016,04/15/2016,104-14,ROOSEVELT AVENUE, 104 STREET, 108 STREET,ATOMIC CONTRACTING INC., ,"LINESTRING (1023382.4335999936 212814.64980000257, 1022730.6599999964 212561.21860000491, 1022555.1289999932 212540.30640000105)"
Q022016047A23,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,02/16/2016,04/14/2016,41-32,  27 STREET,  41 AVENUE,QUEENS PLAZA NORTH,E S M CONSTRUCTION CORP.," No Parking on East Side of 27th Street (7am - 6pm, Monday through Friday)","LINESTRING (1001335.9070000052 213191.15819999576, 1001028.5911999941 212748.47859999537)"
Q022016047A22,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/16/2016,03/16/2016,41-32,COLLEGE POINT BOULEVARD,  26 AVENUE,GRAHAM COURT,"JCDECAUX STREET FURNITURE NEW YORK, LLC", Replace damaged shelter; restore flags; sidewalk work ONLY,"LINESTRING (1026729.1756000072 221701.70839999616, 1026716.560800001 221470.81980000436)"
Q022016047A21,BUILDING OPERATION PERMIT,TEMPORARY PEDESTRIAN WALK,ACTIVE,02/16/2016,03/16/2016,41-32,COLLEGE POINT BOULEVARD,  26 AVENUE,GRAHAM COURT,"JCDECAUX STREET FURNITURE NEW YORK, LLC", Replace damaged shelter; sidewalk work ONLY,"LINESTRING (1026729.1756000072 221701.70839999616, 1026716.560800001 221470.81980000436)"
Q022016047A20,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/16/2016,03/18/2016,62-27, 108 STREET,  62 ROAD,APEX PLACE,"RICHARDS PLUMBING AND HEATING CO., INC.", Repair of Domestic Water service main,"LINESTRING (1025439.1394000053 207593.619599998, 1025447.6164000034 207571.48119999468)"
